289,542,22.358
289,189,93.694
289,352,51.154
289,195,37.955
289,348,63.430
289,208,280.006
289, 40,55.771
289, 90,38.875
289,103,89.256
542,289,95.996
542,189,76.995
542,352,69.109
542,195,69.545
542,348,90.167
542,208,70.746
542, 40,72.669
542, 90,96.001
542,103,107.592
189,289,73.281
189,542,68.176
189,352,62.027
189,195,48.990
189,348,83.212
189,208,66.557
189, 40,69.224
189, 90,94.788
189,103,103.363
352,289,63.736
352,542,21.119
352,189,81.054
352,195,23.913
352,348,56.281
352,208,20.484
352, 40,41.519
352, 90,48.366
352,103,77.004
195,289,57.651
195,542,52.995
195,189,57.465
195,352,30.652
195,348,51.766
195,208,55.164
195, 40,19.811
195, 90,57.453
195,103,72.512
348,289,18.840
348,542,28.890
348,189,74.714
348,352,8.138
348,195,31.321
348,208,15.060
348, 40,35.404
348, 90,46.917
348,103,59.888
208,289,65.326
208,542,60.713
208,189,60.265
208,352,53.679
208,195,63.534
208,348,46.262
208, 40,22.316
208, 90,50.671
208,103,62.241
 40,289,77.395
 40,542,72.226
 40,189,108.935
 40,352,66.114
 40,195,53.085
 40,348,87.270
 40,208,50.901
 40, 90,77.865
 40,103,104.184
 90,289,48.121
 90,542,63.900
 90,189,86.018
 90,352,33.636
 90,195,42.723
 90,348,73.326
 90,208,28.528
 90, 40,48.093
 90,103,45.814
103,289,81.828
103,542,76.683
103,189,28.361
103,352,57.866
103,195,55.791
103,348,79.177
103,208,56.331
103, 40,24.739
103, 90,62.021
