289,542,24.279
289,189,103.101
289,352,56.460
289,195,41.595
289,348,70.312
289,208,39.679
289, 40,61.796
289, 90,42.730
289,103,98.236
542,289,107.191
542,189,85.002
542,352,77.187
542,195,77.657
542,348,100.924
542,208,78.889
542, 40,81.172
542, 90,106.845
542,103,119.307
189,289,81.694
189,542,76.096
189,352,69.269
189,195,54.591
189,348,92.967
189,208,74.366
189, 40,77.274
189, 90,105.446
189,103,114.475
352,289,70.811
352,542,23.197
352,189,89.392
352,195,26.400
352,348,62.657
352,208,22.498
352, 40,46.062
352, 90,53.706
352,103,84.930
195,289,63.851
195,542,58.988
195,189,62.975
195,352,33.898
195,348,57.627
195,208,61.235
195, 40,21.679
195, 90,63.527
195,103,79.870
348,289,20.410
348,542,32.018
348,189,82.461
348,352,8.606
348,195,34.661
348,208,16.524
348, 40,39.305
348, 90,51.586
348,103,65.804
208,289,72.520
208,542,67.624
208,189,66.159
208,352,59.823
208,195,70.871
208,348,51.499
208, 40,24.601
208, 90,55.965
208,103,68.321
 40,289,86.282
 40,542,80.642
 40,189,120.687
 40,352,73.854
 40,195,59.132
 40,348,97.601
 40,208,56.771
 40, 90,86.997
 40,103,115.571
 90,289,53.301
 90,542,71.236
 90,189,95.170
 90,352,37.258
 90,195,47.341
 90,348,81.926
 90,208,31.492
 90, 40,53.595
 90,103,49.935
103,289,91.028
103,542,85.492
103,189,30.716
103,352,64.421
103,195,61.994
103,348,88.302
103,208,62.584
103, 40,27.197
103, 90,68.677
